flickr_cat_000019.jpg,Egyptian_cat 0.45135217905044556,tabby 0.25511419773101807,tiger_cat 0.09936369955539703,Siamese_cat 0.04752152040600777,lynx 0.013277756050229073
flickr_cat_000020.jpg,Egyptian_cat 0.6121315360069275,Siamese_cat 0.12630252540111542,tabby 0.09732483327388763,lynx 0.08729202300310135,tiger_cat 0.038637425750494
flickr_cat_000021.jpg,tabby 0.6355224251747131,tiger_cat 0.3299254775047302,Egyptian_cat 0.022429410368204117,lynx 0.006129076704382896,tiger 0.0005850383313372731
flickr_cat_000022.jpg,lynx 0.37664228677749634,tiger_cat 0.1715300977230072,tabby 0.1599521040916443,Egyptian_cat 0.10259491205215454,Persian_cat 0.06824954599142075
flickr_cat_000023.jpg,Egyptian_cat 0.8682485818862915,tiger_cat 0.05267913639545441,Siamese_cat 0.028485963121056557,tabby 0.014765094965696335,lynx 0.013933473266661167
flickr_cat_000024.jpg,Egyptian_cat 0.5764077305793762,tabby 0.15289635956287384,tiger_cat 0.09933768212795258,lynx 0.041201524436473846,Siamese_cat 0.03714500740170479
flickr_cat_000025.jpg,Egyptian_cat 0.5344754457473755,lynx 0.18191689252853394,tabby 0.17950263619422913,tiger_cat 0.04621453583240509,Persian_cat 0.010213135741651058
flickr_cat_000026.jpg,tabby 0.665447473526001,Egyptian_cat 0.20864640176296234,tiger_cat 0.12118259072303772,lynx 0.000838527106679976,plastic_bag 0.00022545483079738915
flickr_cat_000027.jpg,Egyptian_cat 0.6151353120803833,tiger_cat 0.1747736930847168,tabby 0.08664723485708237,plastic_bag 0.008257905021309853,lynx 0.0077347238548099995
flickr_cat_000028.jpg,Egyptian_cat 0.5130468606948853,lynx 0.4307776093482971,tabby 0.031341515481472015,tiger_cat 0.01763484999537468,Siamese_cat 0.005035037640482187
flickr_cat_000029.jpg,tabby 0.38683196902275085,Egyptian_cat 0.29073038697242737,tiger_cat 0.13054975867271423,lynx 0.12002595514059067,plastic_bag 0.0037931627593934536
flickr_cat_000030.jpg,tabby 0.6580795645713806,tiger_cat 0.2688692510128021,Egyptian_cat 0.03858648240566254,lynx 0.013923414051532745,Persian_cat 0.004464162513613701
flickr_cat_000031.jpg,tabby 0.6208876371383667,Egyptian_cat 0.1451604962348938,tiger_cat 0.1286965012550354,lynx 0.04275679588317871,plastic_bag 0.012004098854959011
flickr_cat_000032.jpg,Egyptian_cat 0.5544337630271912,tabby 0.10280965268611908,tiger_cat 0.053776420652866364,Siamese_cat 0.05000489205121994,lynx 0.04579687863588333
flickr_cat_000033.jpg,tabby 0.5422168374061584,Egyptian_cat 0.1525011658668518,lynx 0.098969966173172,tiger_cat 0.08174587041139603,plastic_bag 0.024679051712155342
flickr_cat_000034.jpg,Egyptian_cat 0.24967578053474426,tabby 0.23712003231048584,tiger_cat 0.0824936106801033,Persian_cat 0.06747832149267197,lynx 0.05674232915043831
flickr_cat_000035.jpg,Egyptian_cat 0.5765383839607239,tabby 0.1771082729101181,tiger_cat 0.14844536781311035,lynx 0.038189277052879333,Siamese_cat 0.01623580791056156
flickr_cat_000036.jpg,tabby 0.4486169219017029,tiger_cat 0.3546246886253357,lynx 0.13020531833171844,Egyptian_cat 0.041610486805438995,plastic_bag 0.0041270786896348
flickr_cat_000037.jpg,Egyptian_cat 0.8951935172080994,tabby 0.03472929447889328,tiger_cat 0.03370581939816475,lynx 0.020963339135050774,Siamese_cat 0.006146879866719246
flickr_cat_000038.jpg,Egyptian_cat 0.8733527064323425,tiger_cat 0.058321066200733185,tabby 0.05396585166454315,lynx 0.002169245621189475,pillow 0.0010663092834874988
flickr_cat_000039.jpg,tabby 0.6016377806663513,tiger_cat 0.2920095920562744,Egyptian_cat 0.10424471646547318,lynx 0.001073156832717359,leopard 7.709004421485588e-05
flickr_cat_000040.jpg,Egyptian_cat 0.9673733711242676,tiger_cat 0.013803723268210888,tabby 0.006438682787120342,lynx 0.005312058608978987,Siamese_cat 0.0019516771426424384
flickr_cat_000041.jpg,tabby 0.6412776708602905,tiger_cat 0.31494054198265076,Egyptian_cat 0.03366370126605034,lynx 0.004535533022135496,Persian_cat 0.0007415820145979524
flickr_cat_000042.jpg,Egyptian_cat 0.6165188550949097,lynx 0.21068482100963593,tabby 0.10815966129302979,tiger_cat 0.028895612806081772,Persian_cat 0.004776776768267155
flickr_cat_000043.jpg,tabby 0.5871285796165466,tiger_cat 0.2634557783603668,Egyptian_cat 0.10036618262529373,lynx 0.02294979616999626,lens_cap 0.001132202334702015
flickr_cat_000044.jpg,tabby 0.8084992170333862,tiger_cat 0.14830432832241058,Egyptian_cat 0.0376557782292366,lynx 0.00315451854839921,tiger 0.0002968876506201923
flickr_cat_000045.jpg,Egyptian_cat 0.7883978486061096,tabby 0.03686822950839996,tiger_cat 0.02617628686130047,lynx 0.012601017020642757,Siamese_cat 0.012288279831409454
flickr_cat_000046.jpg,tabby 0.835260808467865,tiger_cat 0.1403658092021942,Egyptian_cat 0.010210344567894936,lynx 0.002777303569018841,Persian_cat 0.0017592833610251546
flickr_cat_000047.jpg,tiger_cat 0.7735992670059204,tabby 0.17877621948719025,Egyptian_cat 0.023167520761489868,lynx 0.00940157100558281,tiger 0.007611264009028673
flickr_cat_000048.jpg,tabby 0.8088096380233765,tiger_cat 0.18058209121227264,Egyptian_cat 0.007729522883892059,lynx 0.002115746960043907,tiger 6.980730540817603e-05
flickr_cat_000049.jpg,tiger_cat 0.5276675224304199,Egyptian_cat 0.33299511671066284,tabby 0.12944620847702026,lynx 0.005780098494142294,window_screen 0.0002906209556385875
flickr_cat_000050.jpg,tabby 0.9195194840431213,tiger_cat 0.05369822308421135,Egyptian_cat 0.02180238626897335,lynx 0.0006469824584200978,carton 0.0002753353037405759
flickr_cat_000051.jpg,lynx 0.5142009854316711,tiger_cat 0.2987654507160187,tabby 0.11089155077934265,Egyptian_cat 0.05544015020132065,plastic_bag 0.0014303595526143909
flickr_cat_000052.jpg,tabby 0.6686515808105469,Egyptian_cat 0.1885964423418045,tiger_cat 0.13964398205280304,lynx 0.0018004716839641333,tiger 0.00048289314145222306
flickr_cat_000053.jpg,tabby 0.7759157419204712,tiger_cat 0.17967376112937927,lynx 0.026691149920225143,Egyptian_cat 0.012475946918129921,tiger 0.0006148262182250619
flickr_cat_000054.jpg,Egyptian_cat 0.8484348654747009,tiger_cat 0.052224043756723404,tabby 0.044464342296123505,Siamese_cat 0.02539646439254284,lynx 0.013144776225090027
flickr_cat_000055.jpg,tabby 0.7912206053733826,tiger_cat 0.11675168573856354,Egyptian_cat 0.05370933189988136,lynx 0.012502320110797882,hamper 0.001502839382737875
flickr_cat_000057.jpg,tabby 0.30806899070739746,Egyptian_cat 0.15550822019577026,tiger_cat 0.13339120149612427,plastic_bag 0.05177345126867294,Persian_cat 0.030477138236165047
flickr_cat_000058.jpg,tiger_cat 0.3725758194923401,Egyptian_cat 0.2598575949668884,lynx 0.18062816560268402,tabby 0.177520751953125,tiger 0.000703043828252703
flickr_cat_000059.jpg,tabby 0.3543323278427124,lynx 0.3177104890346527,tiger_cat 0.2294153869152069,Egyptian_cat 0.07284081727266312,Siamese_cat 0.013314233161509037
flickr_cat_000060.jpg,tabby 0.5789244174957275,tiger_cat 0.238638773560524,Egyptian_cat 0.1473749727010727,lynx 0.03202160447835922,grey_fox 0.00015464004536624998
flickr_cat_000061.jpg,tabby 0.4088217616081238,Egyptian_cat 0.31917688250541687,tiger_cat 0.13427899777889252,lynx 0.04754725843667984,window_screen 0.009045596234500408
flickr_cat_000062.jpg,tabby 0.667242705821991,tiger_cat 0.2321932166814804,lynx 0.03550456091761589,Egyptian_cat 0.032969363033771515,Persian_cat 0.0033903622534126043
flickr_cat_000063.jpg,tabby 0.5716875791549683,tiger_cat 0.2560165822505951,Egyptian_cat 0.10205939412117004,lynx 0.04294130578637123,Persian_cat 0.002306967740878463
flickr_cat_000064.jpg,tabby 0.5353600978851318,Egyptian_cat 0.2992630898952484,tiger_cat 0.14510570466518402,lynx 0.009432303719222546,window_screen 0.001568854320794344
flickr_cat_000065.jpg,lynx 0.48928824067115784,Egyptian_cat 0.18484210968017578,Siamese_cat 0.11352118104696274,tabby 0.05767819657921791,Arctic_fox 0.022396951913833618
flickr_cat_000066.jpg,lynx 0.6024500131607056,Egyptian_cat 0.14262206852436066,Siamese_cat 0.13373211026191711,tabby 0.04531082883477211,tiger_cat 0.013471988029778004
flickr_cat_000067.jpg,Egyptian_cat 0.570547342300415,tabby 0.14865531027317047,tiger_cat 0.08752255886793137,lynx 0.038815125823020935,plastic_bag 0.010284068062901497
flickr_cat_000068.jpg,Egyptian_cat 0.29145824909210205,tabby 0.24336715042591095,tiger_cat 0.1128055527806282,bucket 0.05705038458108902,plastic_bag 0.027072621509432793
flickr_cat_000069.jpg,tabby 0.6881368160247803,tiger_cat 0.2652237117290497,Egyptian_cat 0.027159037068486214,lynx 0.017152724787592888,cougar 0.0006319640669971704
flickr_cat_000070.jpg,Egyptian_cat 0.6917635202407837,lynx 0.11802037805318832,tabby 0.08719373494386673,tiger_cat 0.04915042221546173,Siamese_cat 0.014040329493582249
flickr_cat_000071.jpg,Egyptian_cat 0.5182595252990723,tabby 0.22789429128170013,tiger_cat 0.055637918412685394,bow_tie 0.04362324997782707,Siamese_cat 0.03521191328763962
flickr_cat_000072.jpg,tabby 0.7440787553787231,tiger_cat 0.1683826893568039,Egyptian_cat 0.06714031845331192,lynx 0.008798926137387753,plastic_bag 0.0008804617100395262
flickr_cat_000073.jpg,tabby 0.601296603679657,tiger_cat 0.26398488879203796,lynx 0.1048557311296463,Egyptian_cat 0.010093959979712963,tiger 0.004095358774065971
flickr_cat_000074.jpg,tabby 0.659534752368927,tiger_cat 0.22537657618522644,lynx 0.09756596386432648,Egyptian_cat 0.006827000994235277,tiger 0.0021346122957766056
flickr_cat_000075.jpg,tabby 0.5982040166854858,tiger_cat 0.312990665435791,Egyptian_cat 0.06573078781366348,lynx 0.012275777757167816,remote_control 0.0005855465424247086
flickr_cat_000077.jpg,tabby 0.5811719298362732,Egyptian_cat 0.2816951274871826,tiger_cat 0.07664168626070023,lynx 0.010706798173487186,plastic_bag 0.006724406965076923
flickr_cat_000078.jpg,lynx 0.7950624823570251,tabby 0.09641063213348389,Egyptian_cat 0.070622019469738,tiger_cat 0.030988002195954323,Persian_cat 0.001728807925246656
flickr_cat_000079.jpg,tabby 0.6396152973175049,tiger_cat 0.32745304703712463,Egyptian_cat 0.029949460178613663,lynx 0.0012154264841228724,Persian_cat 0.0003708825388457626
flickr_cat_000081.jpg,lynx 0.49194225668907166,tabby 0.18986675143241882,Egyptian_cat 0.11443667113780975,tiger_cat 0.08041051030158997,Siamese_cat 0.06847363710403442
flickr_cat_000082.jpg,tabby 0.7098866701126099,Egyptian_cat 0.14726464450359344,tiger_cat 0.09380281716585159,lynx 0.04707861691713333,snow_leopard 0.00016897302703000605
flickr_cat_000083.jpg,Egyptian_cat 0.4545372724533081,tabby 0.16581065952777863,tiger_cat 0.061941664665937424,plastic_bag 0.05748763680458069,bow_tie 0.048071399331092834
flickr_cat_000084.jpg,Egyptian_cat 0.7885637879371643,tabby 0.08860231935977936,tiger_cat 0.05738857388496399,lynx 0.014088026247918606,Siamese_cat 0.007805549539625645
flickr_cat_000085.jpg,tabby 0.6404398679733276,tiger_cat 0.22989395260810852,Egyptian_cat 0.05049329251050949,lynx 0.04324760288000107,Persian_cat 0.0036947899498045444
flickr_cat_000086.jpg,Egyptian_cat 0.7284550666809082,tabby 0.10868682712316513,tiger_cat 0.0585332028567791,lynx 0.031264778226614,plastic_bag 0.008960328996181488
flickr_cat_000087.jpg,tabby 0.5703065991401672,tiger_cat 0.19334176182746887,Egyptian_cat 0.07269564270973206,plastic_bag 0.016705285757780075,hamper 0.015806950628757477
flickr_cat_000088.jpg,tabby 0.30924516916275024,Egyptian_cat 0.21650873124599457,lynx 0.09484245628118515,Siamese_cat 0.09208889305591583,tiger_cat 0.0692208781838417
flickr_cat_000089.jpg,lynx 0.878365159034729,Egyptian_cat 0.0692044347524643,tabby 0.02506437711417675,tiger_cat 0.01941894367337227,Persian_cat 0.0012860334245488048
flickr_cat_000090.jpg,tabby 0.6298213601112366,tiger_cat 0.3555464744567871,Egyptian_cat 0.0042761871591210365,lynx 0.0028258373495191336,tiger 0.0007045421516522765
flickr_cat_000091.jpg,tiger_cat 0.49278712272644043,tabby 0.4301909804344177,Egyptian_cat 0.06936755031347275,lynx 0.005864785518497229,tiger 0.0008392225136049092
flickr_cat_000092.jpg,Egyptian_cat 0.6152702569961548,tabby 0.11955036967992783,tiger_cat 0.05398772656917572,plastic_bag 0.025010354816913605,Persian_cat 0.02037724293768406
flickr_cat_000093.jpg,Egyptian_cat 0.47366559505462646,tabby 0.20831398665905,Persian_cat 0.12849211692810059,bow_tie 0.045965034514665604,tiger_cat 0.03726894035935402
flickr_cat_000094.jpg,tabby 0.6698814630508423,tiger_cat 0.11998361349105835,Persian_cat 0.08625669032335281,lynx 0.05509251356124878,Egyptian_cat 0.05167330056428909
flickr_cat_000095.jpg,Egyptian_cat 0.8680856823921204,Siamese_cat 0.035774778574705124,tabby 0.018722889944911003,lynx 0.01348946988582611,tiger_cat 0.005798758938908577
flickr_cat_000097.jpg,tabby 0.6453302502632141,tiger_cat 0.13256776332855225,Egyptian_cat 0.12909609079360962,lynx 0.041662491858005524,plastic_bag 0.008825443685054779
flickr_cat_000098.jpg,tabby 0.4900227189064026,Egyptian_cat 0.367501437664032,tiger_cat 0.09209282696247101,lynx 0.018566813319921494,plastic_bag 0.0028512433636933565
flickr_cat_000099.jpg,lynx 0.4149338901042938,Persian_cat 0.21974852681159973,Siamese_cat 0.13639137148857117,Egyptian_cat 0.09956219047307968,tabby 0.017019784078001976
flickr_cat_000100.jpg,lynx 0.5767869353294373,Egyptian_cat 0.13147717714309692,Persian_cat 0.10632573068141937,Arctic_fox 0.0450625978410244,Siamese_cat 0.04234369844198227
flickr_cat_000101.jpg,tabby 0.5713791251182556,tiger_cat 0.3830154240131378,Egyptian_cat 0.044694799929857254,lynx 0.0003543092170730233,tiger 7.944706885609776e-05
flickr_cat_000102.jpg,Egyptian_cat 0.5931386351585388,tabby 0.255953311920166,tiger_cat 0.1422784924507141,lynx 0.005990404635667801,leopard 0.0006898666033521295
flickr_cat_000103.jpg,Egyptian_cat 0.6963976621627808,tiger_cat 0.16501204669475555,tabby 0.12021494656801224,lynx 0.007751751691102982,Siamese_cat 0.0006803025607950985
flickr_cat_000104.jpg,tabby 0.8037464022636414,tiger_cat 0.1371464729309082,Egyptian_cat 0.05522637441754341,lynx 0.0023517420049756765,snow_leopard 0.00019864663772750646
flickr_cat_000105.jpg,tabby 0.5576314926147461,tiger_cat 0.3771364092826843,lynx 0.036011893302202225,Egyptian_cat 0.024645797908306122,tiger 0.0007721860310994089
flickr_cat_000106.jpg,Egyptian_cat 0.3796701729297638,tabby 0.3733542263507843,tiger_cat 0.1511099487543106,lynx 0.061275772750377655,tiger 0.003325213212519884
flickr_cat_000107.jpg,Egyptian_cat 0.7161497473716736,tabby 0.15523003041744232,tiger_cat 0.07877884060144424,lynx 0.044889822602272034,leopard 0.0015399073017761111
flickr_cat_000109.jpg,Persian_cat 0.99114990234375,lynx 0.00631619431078434,tabby 0.0014307532692328095,tiger_cat 0.0003255773917771876,bow_tie 0.0001743361644912511
flickr_cat_000110.jpg,Egyptian_cat 0.7827510237693787,lynx 0.07576397806406021,tabby 0.0459604486823082,tiger_cat 0.02855970710515976,Siamese_cat 0.016745084896683693
flickr_cat_000111.jpg,lynx 0.31154415011405945,Egyptian_cat 0.26346296072006226,tiger_cat 0.2632687985897064,tabby 0.13040396571159363,cougar 0.010078167542815208
flickr_cat_000112.jpg,Egyptian_cat 0.8347886204719543,tabby 0.047887999564409256,lynx 0.028753895312547684,Siamese_cat 0.01774143986403942,Persian_cat 0.014336617663502693
flickr_cat_000113.jpg,Egyptian_cat 0.6127119064331055,tabby 0.13062120974063873,tiger_cat 0.06486847996711731,lynx 0.02298668958246708,plastic_bag 0.007641319185495377
flickr_cat_000114.jpg,tabby 0.5571996569633484,tiger_cat 0.24548381567001343,Egyptian_cat 0.1250627189874649,lynx 0.0608084574341774,leopard 0.007804383523762226
flickr_cat_000115.jpg,tabby 0.4569203853607178,Egyptian_cat 0.31547343730926514,tiger_cat 0.15775708854198456,Persian_cat 0.025617409497499466,lynx 0.010174966417253017
flickr_cat_000116.jpg,Egyptian_cat 0.8777350783348083,Siamese_cat 0.028493912890553474,tabby 0.01970520243048668,lynx 0.011456936597824097,tiger_cat 0.010320127010345459
flickr_cat_000117.jpg,tabby 0.5788698792457581,tiger_cat 0.348149836063385,Egyptian_cat 0.0693294033408165,lynx 0.0008415316115133464,plastic_bag 0.00015276372141670436
flickr_cat_000118.jpg,lynx 0.43479204177856445,tiger_cat 0.23858176171779633,Egyptian_cat 0.19575010240077972,tabby 0.11741484701633453,tiger 0.001200885628350079
flickr_cat_000119.jpg,Egyptian_cat 0.5155718922615051,lynx 0.22973692417144775,tiger_cat 0.10973338037729263,tabby 0.053464584052562714,Siamese_cat 0.020985009148716927
flickr_cat_000120.jpg,Egyptian_cat 0.7247265577316284,tiger_cat 0.1335260570049286,tabby 0.07905055582523346,lynx 0.05042453482747078,Siamese_cat 0.0009124975185841322
flickr_cat_000121.jpg,lynx 0.4717634916305542,Egyptian_cat 0.32037004828453064,tiger_cat 0.09597893804311752,tabby 0.08000236004590988,Persian_cat 0.004217854700982571
flickr_cat_000122.jpg,Egyptian_cat 0.4667145013809204,lynx 0.1325797289609909,tabby 0.11016726493835449,tiger_cat 0.07200244814157486,Siamese_cat 0.04863373935222626
flickr_cat_000124.jpg,Egyptian_cat 0.5023497939109802,tabby 0.3057801425457001,tiger_cat 0.10614434629678726,lynx 0.01285146176815033,Persian_cat 0.006297132465988398
flickr_cat_000125.jpg,Egyptian_cat 0.5565302968025208,tabby 0.31053659319877625,tiger_cat 0.1289387345314026,lynx 0.002340584294870496,cougar 0.00017018086509779096
flickr_cat_000126.jpg,Egyptian_cat 0.7932888865470886,Siamese_cat 0.06415900588035583,tiger_cat 0.04184141382575035,lynx 0.03921733424067497,tabby 0.039118606597185135
flickr_cat_000127.jpg,tabby 0.5321369767189026,tiger_cat 0.194472536444664,Egyptian_cat 0.11183977872133255,bow_tie 0.016207534819841385,plastic_bag 0.013363919220864773
flickr_cat_000128.jpg,tabby 0.6448344588279724,Egyptian_cat 0.20750588178634644,lynx 0.077213354408741,tiger_cat 0.061401549726724625,Boston_bull 0.0011669908417388797
flickr_cat_000129.jpg,Egyptian_cat 0.8748236894607544,tiger_cat 0.05119932442903519,tabby 0.03791521117091179,Persian_cat 0.00685122050344944,lynx 0.005183692090213299
flickr_cat_000130.jpg,tabby 0.49915289878845215,Egyptian_cat 0.29089295864105225,lynx 0.13179735839366913,tiger_cat 0.07085295021533966,Siamese_cat 0.001075294567272067
flickr_cat_000131.jpg,Egyptian_cat 0.5656986832618713,tabby 0.2763107120990753,tiger_cat 0.094658263027668,lynx 0.05685058981180191,cougar 0.0006866211770102382
flickr_cat_000132.jpg,Egyptian_cat 0.4670756161212921,tabby 0.331561416387558,tiger_cat 0.06404609978199005,lynx 0.04286893084645271,plastic_bag 0.025583503767848015
flickr_cat_000133.jpg,tiger_cat 0.5024470090866089,tabby 0.32666608691215515,lynx 0.10815858840942383,Egyptian_cat 0.05256655439734459,tiger 0.001670799683779478
flickr_cat_000134.jpg,tiger_cat 0.3989790081977844,lynx 0.2913658320903778,tabby 0.2370661050081253,Egyptian_cat 0.043065041303634644,Persian_cat 0.00909898430109024
flickr_cat_000135.jpg,tabby 0.7198585271835327,tiger_cat 0.19175872206687927,Egyptian_cat 0.07695908844470978,lynx 0.006473294924944639,plastic_bag 0.000380725774448365
flickr_cat_000137.jpg,tabby 0.6662178635597229,tiger_cat 0.3022831082344055,Egyptian_cat 0.02159624733030796,lynx 0.003262156620621681,plastic_bag 0.0003619787166826427
flickr_cat_000138.jpg,Egyptian_cat 0.41541343927383423,plastic_bag 0.18129785358905792,tabby 0.11778568476438522,Siamese_cat 0.0838671326637268,tiger_cat 0.035692036151885986
flickr_cat_000139.jpg,tabby 0.8353040218353271,tiger_cat 0.11805624514818192,Egyptian_cat 0.020635047927498817,lynx 0.01364857703447342,Persian_cat 0.001581511809490621
flickr_cat_000140.jpg,tabby 0.655909538269043,tiger_cat 0.33893534541130066,Egyptian_cat 0.0025555698666721582,lynx 0.0012173253344371915,tiger 0.00033959359279833734
flickr_cat_000141.jpg,Persian_cat 0.26266035437583923,tabby 0.15934544801712036,Egyptian_cat 0.10070817172527313,tiger_cat 0.05175068974494934,plastic_bag 0.03569820523262024
flickr_cat_000142.jpg,tabby 0.5804551839828491,tiger_cat 0.4069013297557831,Egyptian_cat 0.012064103968441486,laptop 4.7099838411668316e-05,lens_cap 4.261565482011065e-05
flickr_cat_000143.jpg,tabby 0.393154114484787,tiger_cat 0.3556220531463623,Egyptian_cat 0.24054673314094543,lynx 0.0038973495829850435,leopard 0.0007016757735982537
flickr_cat_000144.jpg,Persian_cat 0.17299984395503998,Egyptian_cat 0.09458012878894806,lynx 0.07589413970708847,bow_tie 0.04764662683010101,lens_cap 0.03020213544368744
flickr_cat_000145.jpg,lynx 0.7299734950065613,Egyptian_cat 0.2573942244052887,tabby 0.00408155145123601,snow_leopard 0.003049390623345971,cougar 0.001213827054016292
flickr_cat_000146.jpg,lynx 0.7525988221168518,Egyptian_cat 0.22222688794136047,tabby 0.0051676491275429726,Siamese_cat 0.004700919613242149,tiger_cat 0.002923700725659728
flickr_cat_000147.jpg,lynx 0.4929307699203491,tabby 0.3707157373428345,tiger_cat 0.0994277074933052,Egyptian_cat 0.02211436815559864,Persian_cat 0.0065772030502557755
flickr_cat_000148.jpg,Egyptian_cat 0.5801182985305786,tabby 0.24246688187122345,tiger_cat 0.029391339048743248,plastic_bag 0.017465217038989067,Siamese_cat 0.006559176370501518
flickr_cat_000149.jpg,tabby 0.6604577302932739,tiger_cat 0.26360559463500977,lynx 0.032719340175390244,Egyptian_cat 0.020638426765799522,Persian_cat 0.013977288268506527
flickr_cat_000150.jpg,tabby 0.6189025044441223,tiger_cat 0.3725338578224182,Egyptian_cat 0.006675664335489273,lynx 0.0009623243240639567,plastic_bag 0.00023664598120376468
flickr_cat_000151.jpg,Egyptian_cat 0.5419797301292419,tabby 0.3157016336917877,tiger_cat 0.12212890386581421,lynx 0.007101138588041067,Siamese_cat 0.0019140245858579874
flickr_cat_000153.jpg,tabby 0.43632766604423523,tiger_cat 0.3080885410308838,Egyptian_cat 0.23570910096168518,lynx 0.010040365159511566,plastic_bag 0.00133752531837672
flickr_cat_000154.jpg,Egyptian_cat 0.6611860394477844,tabby 0.2164304554462433,tiger_cat 0.09907887130975723,lynx 0.010878453031182289,Siamese_cat 0.002066223882138729
flickr_cat_000155.jpg,Egyptian_cat 0.5526419281959534,tiger_cat 0.15029551088809967,tabby 0.14672867953777313,Persian_cat 0.04665427654981613,window_screen 0.016539040952920914
flickr_cat_000156.jpg,Egyptian_cat 0.7192195653915405,tiger_cat 0.11299723386764526,tabby 0.07458190619945526,lynx 0.03702808916568756,Siamese_cat 0.01235337182879448
flickr_cat_000157.jpg,Egyptian_cat 0.6175978183746338,tabby 0.1579723358154297,tiger_cat 0.12344596534967422,lynx 0.02829863131046295,Persian_cat 0.009506266564130783
flickr_cat_000158.jpg,Egyptian_cat 0.9368420243263245,lynx 0.017733296379446983,tabby 0.010528085753321648,Siamese_cat 0.0062180813401937485,tiger_cat 0.0059297457337379456
flickr_cat_000159.jpg,tabby 0.5732986330986023,Egyptian_cat 0.3346515893936157,tiger_cat 0.07365137338638306,lynx 0.0054838513024151325,plastic_bag 0.002692217705771327
flickr_cat_000160.jpg,tabby 0.5299206376075745,tiger_cat 0.22998987138271332,Egyptian_cat 0.16592349112033844,lynx 0.03110799752175808,Persian_cat 0.005711569916456938
flickr_cat_000161.jpg,tabby 0.5105313658714294,tiger_cat 0.3827260136604309,Egyptian_cat 0.06831484287977219,lynx 0.025202814489603043,plastic_bag 0.0017341692000627518
flickr_cat_000163.jpg,tabby 0.6885440945625305,tiger_cat 0.2601596713066101,Egyptian_cat 0.046161483973264694,lynx 0.0034370434004813433,tiger 7.263345469255e-05
flickr_cat_000164.jpg,Egyptian_cat 0.7753496766090393,Siamese_cat 0.07893555611371994,lynx 0.055329177528619766,Persian_cat 0.02686879225075245,tabby 0.01966400444507599
flickr_cat_000166.jpg,Egyptian_cat 0.4593639671802521,tabby 0.4306141138076782,tiger_cat 0.067403644323349,lynx 0.022035803645849228,Persian_cat 0.0034867036156356335
flickr_cat_000167.jpg,tabby 0.6750016808509827,tiger_cat 0.18914799392223358,lynx 0.06577163934707642,Egyptian_cat 0.06553971022367477,Persian_cat 0.0011927287559956312
flickr_cat_000168.jpg,Egyptian_cat 0.6430925130844116,tabby 0.14357396960258484,tiger_cat 0.044559355825185776,lynx 0.04257584363222122,Siamese_cat 0.020831068977713585
flickr_cat_000169.jpg,Egyptian_cat 0.8287468552589417,Siamese_cat 0.059745848178863525,tabby 0.03469206392765045,lynx 0.024117643013596535,tiger_cat 0.012621799483895302
